inchi,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
"InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3",1.417691512,3.323690614,2.106759777,2.77837521,3.39749512,3.582675957,2.950506776,2.715872912,3.361021463,3.0914633,3.110957107,2.455541817,2.817923905,3.351650328,3.290970584,2.616998187,3.056083491,3.070305607,3.05387595,2.879361581,2.864278772,3.359241292,2.78754366,3.192294363,3.067278688,2.841858824,2.928436354,3.142605407,2.885180778,3.06651619,3.096168299,3.173834541,3.034946724,2.954371367,3.155879386,2.957255739,3.051432611,2.872408807,2.960868572,2.950460992,2.942958262,3.0168338,3.11130523,3.053061168,3.075496797,2.945126749,3.049289185,2.979201752,3.128619781,2.933927009
"InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H",2.001692418,1.967838488,3.132794671,2.58631535,3.430312024,3.273160881,2.443904728,2.960944023,3.36291387,2.414676453,2.532855626,2.703704315,3.467803999,3.303494304,2.639794707,2.763141342,2.900913902,3.317638704,2.828804657,2.870652798,3.186501376,2.967291717,2.937083431,2.931723401,2.797638559,2.915301075,3.211958003,2.758058361,2.925720084,3.048025432,2.952054516,3.172673109,3.006365897,2.981331246,2.831512383,2.925302199,3.028331333,2.924562742,3.075796335,2.969778136,2.919830612,2.990675825,2.951992941,3.082191794,2.977950081,2.972910351,2.896626629,2.874530193,2.80132789,2.978175994
"InChI=1S/C9H7NO2/c11-9(12)8-5-6-3-1-2-4-7(6)10-8/h1-5,10H,(H,11,12)",2.183606351,2.046178827,3.062070223,2.707857058,3.287698553,3.255802339,2.87797802,3.406034632,3.405156234,2.313771769,2.428952318,2.998701303,3.547350384,3.223214965,2.628487412,2.707359878,2.930796376,3.195621717,2.812765338,2.932162847,3.330933178,2.870111611,2.86366752,2.824823909,2.652157085,2.73849734,3.172893266,2.814476247,2.824599845,2.780883171,3.034967217,2.994094193,3.047648294,3.164371341,2.811884159,2.804951697,3.030351483,2.781124467,2.94736693,3.106157171,2.891340322,2.931935516,2.95459244,3.116854711,2.99917563,2.89206836,2.941909167,2.980429419,2.818022431,2.856530887
"InChI=1S/C9H7NO2/c11-9(12)7-5-10-8-4-2-1-3-6(7)8/h1-5,10H,(H,11,12)",2.229894709,1.998684523,3.063499811,2.717381412,3.261196682,3.326559113,2.808453306,3.354379277,3.477519647,2.324162891,2.397420225,3.127441509,3.554338048,3.224829085,2.70043506,2.677329336,3.096107008,3.134565597,2.776529815,3.093020637,3.260319898,2.917869999,2.849004612,2.722570098,2.678664457,2.885848255,3.312608463,2.787667871,2.794922739,3.016584252,3.130545402,3.073909454,2.836318206,2.796836135,2.967105986,2.945830772,3.023919973,2.783831083,2.750376602,3.088718485,3.117522614,3.036803476,2.967049644,2.900577597,3.107389735,2.934088387,3.008076119,3.014512088,2.879496038,2.868774713
"InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6H2,(H,13,14)",2.150975854,2.207775398,3.100147264,2.588452025,3.358421946,3.351644702,2.775382362,3.364472488,3.279663628,2.25522772,2.552228039,2.880263925,3.645397771,3.326137988,2.658478646,2.980345637,2.835269902,3.108932069,2.772065,2.913095767,3.107784103,2.868913341,2.800689,2.729596104,2.828838687,2.942810451,3.426718001,2.809000795,3.123252806,3.188557744,2.981537588,2.946204845,2.997865376,2.961058975,2.789490429,2.955179665,3.196894017,2.917067713,3.242044426,2.925675178,2.916523383,2.951331068,2.955930839,3.041058844,2.987079926,2.954090161,2.901242146,2.858092361,2.882267826,3.104950137
"InChI=1S/C11H9NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,12H,5H2,(H,14,15)",2.321245897,2.307774954,3.220082198,2.658112854,3.097949946,3.113843367,2.852072614,3.417187293,2.943613471,2.006557337,2.86997695,3.339248735,3.21719069,3.233209645,2.597331252,3.099138529,2.580057072,2.91297946,2.879806677,2.998661771,3.210344573,2.904963576,3.160840269,2.627786157,2.825139684,2.805213195,3.370729116,2.662901857,2.8855528,2.956884199,2.991814239,3.426768724,2.911837519,2.863628864,3.010694312,2.812421277,3.076866567,2.993400019,3.168963659,3.067582629,3.032797029,2.954346208,2.992301287,3.002508239,2.936388127,2.970382236,2.947382006,2.932121773,2.798185935,2.937019434
"InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)",2.358378022,2.246430403,3.247887232,2.680489607,3.173291789,3.109417026,2.870445469,3.188418673,3.02855971,2.10324941,2.893236508,3.160341488,3.15673077,3.29847451,2.478671802,3.022079114,2.598027409,2.897889859,2.873905259,3.081427845,3.218884119,2.923226457,3.12293453,2.745261359,2.805646187,2.84332596,3.380984551,2.602322616,2.857899466,2.941691779,2.901030568,3.409878258,2.945615874,2.783936367,2.975220434,2.804023642,3.088521348,2.991891519,3.214796567,3.090682406,3.073832798,3.059442357,2.839583265,3.007088348,2.940050978,2.998926498,2.93398864,2.923968969,2.833938805,3.041251473
"InChI=1S/C5H13N/c1-5(2)3-4-6/h5H,3-4,6H2,1-2H3",1.413084013,3.255878675,2.135848992,2.751282522,3.460772435,3.509014223,2.958267049,2.788624378,3.401179091,3.197735621,3.135391338,2.365610494,2.794109325,3.161916322,3.322572005,2.575299908,2.997997325,3.068587233,2.718155084,2.887545194,3.023472846,3.488074692,3.003111595,3.157326354,2.998097349,2.891434463,2.82098256,3.102836576,2.918228776,2.950131403,3.038977869,3.117297691,2.961149513,2.873289106,3.07534242,3.009757305,3.132600321,3.141232147,2.84753419,2.749657691,2.919499863,3.011305488,3.004668963,2.983567686,3.117958846,3.014696339,2.917684984,3.084350804,3.032910954,3.010869789
"InChI=1S/C7H12O5/c1-4(2)7(12,6(10)11)3-5(8)9/h4,12H,3H2,1-2H3,(H,8,9)(H,10,11)",1.866869343,3.646329975,1.887331695,2.722411524,3.52137971,3.676330775,3.269682387,3.568776379,3.162412329,2.861670735,3.08600832,2.993497902,2.985189475,2.780431271,3.319049948,3.288019706,3.046585735,3.010817568,2.562624172,3.167561547,3.024107524,3.000782747,3.114704005,2.809832814,2.989079686,2.962077589,3.174104239,3.129762731,3.014243685,2.78759328,2.879297191,2.945972191,3.099572604,2.881515711,2.997977529,3.019674194,3.256645505,3.210980311,3.134266284,2.933721229,3.093588662,3.141521635,3.049312693,3.007373719,2.990582592,3.01293645,2.941506856,3.081167593,2.95774305,3.240655716
"InChI=1S/C16H12O7/c1-22-11-4-7(2-3-9(11)18)16-15(21)14(20)13-10(19)5-8(17)6-12(13)23-16/h2-6,17-19,21H,1H3",4.735419453,1.567174054,2.254712032,2.725319045,1.759701836,3.325523838,2.739323992,3.134361447,2.554216446,3.079185926,3.106751543,3.036778366,2.568340567,2.635949879,2.812418515,2.949072598,3.057822097,3.206140255,3.07253019,3.11994953,3.213771214,3.246909139,2.850304612,3.249509091,2.910698926,2.99783799,3.299233147,3.269308525,2.921600172,2.970572907,2.727277327,3.006435997,2.824479735,3.007791191,3.128652495,2.783560834,2.970101485,3.045716787,3.180788936,3.022161884,2.937552675,2.939926394,3.01303752,3.027383834,3.098930051,2.993598566,2.991407306,3.148038969,2.999311436,3.082974256
"InChI=1S/C12H18O3/c1-2-3-4-5-10-9(8-12(14)15)6-7-11(10)13/h3-4,9-10H,2,5-8H2,1H3,(H,14,15)",1.991845483,3.179514651,2.565294821,2.427366511,3.292704139,2.837769778,3.070102487,3.255193291,2.691035496,3.005824615,3.002049597,3.597143572,2.945889316,2.840196382,2.863679961,3.259888935,2.845259586,2.790210541,3.443202613,2.911472733,2.911962888,3.031841243,3.151031034,2.779635151,3.237936633,3.147399846,3.058130825,2.829102669,3.189373895,3.146148881,3.039683107,2.851324399,2.879917502,3.055889779,2.87261044,2.97017667,3.094778097,2.884218439,3.161115612,2.946445874,3.127024296,3.00472304,3.229990971,2.921529571,2.891119322,3.061625159,2.958594993,2.682820614,2.952029959,3.034700843
"InChI=1S/C21H18O12/c22-8-3-1-7(2-4-8)17-18(13(25)12-10(24)5-9(23)6-11(12)31-17)32-21-16(28)14(26)15(27)19(33-21)20(29)30/h1-6,14-16,19,21-24,26-28H,(H,29,30)",6.449116312,2.446154205,2.262875597,3.106704462,2.793523598,3.374387882,3.181492447,3.327983928,2.595036161,2.788895102,2.589896378,3.175013608,2.509959578,2.711255336,3.169986255,3.39019616,3.055799099,3.20005948,2.929230155,2.530675845,3.266945196,2.873706564,3.333146146,3.087163942,2.994976314,2.666699203,3.001392085,2.962254745,2.640217953,3.058192179,2.770408979,3.231114778,3.217669072,2.760946327,3.313365755,2.711696848,3.213585071,2.912540174,3.281461473,3.100823249,3.166743097,2.923919526,2.778831319,2.725903206,2.919661181,2.991164327,3.060177837,3.26489905,2.965505235,3.046083288
"InChI=1S/C16H12O8/c1-23-11-3-6(2-9(19)13(11)20)16-15(22)14(21)12-8(18)4-7(17)5-10(12)24-16/h2-5,17-20,22H,1H3",4.954548723,1.511031207,2.154468063,2.78666201,1.711693504,3.374809763,2.806841211,3.125155727,2.578646403,3.144028951,3.189019923,2.988486111,2.597605721,2.518542776,2.794073191,3.085413186,2.99907299,3.214592009,3.126229157,3.216146839,3.214016172,3.319012574,2.778022083,3.252706702,2.929936099,3.004345893,3.335955985,3.25402799,2.791482585,2.98229273,2.675023416,2.914866325,2.819423119,3.0122887,3.196772207,2.753920062,2.912967292,3.035940872,3.220361396,3.012704779,2.868241066,3.017042338,3.002176581,3.117763296,3.170597933,3.056335258,2.915766425,3.089680032,2.961692744,3.042393994
"InChI=1S/C17H22O2/c1-5-17(4,13-9-10-14(2)3)19-16(18)15-11-7-6-8-12-15/h5-8,10-12H,1,9,13H2,2-4H3",2.332875295,2.956693814,2.401066069,2.61067585,3.001034964,2.487639309,2.924929046,2.991405517,3.136097495,3.224225668,2.757370487,3.944231341,2.998740693,3.302170357,2.796275058,2.610042263,3.06865837,2.760324203,3.086261739,3.107731723,3.182499899,2.984751528,3.311908376,2.928183127,2.790964956,3.223142004,2.770180822,2.863105731,2.839994873,2.951265813,2.972308058,2.861960998,2.951928236,2.904401056,2.971197834,3.276771767,2.947208369,3.06102103,2.969405792,2.96322371,2.945541955,2.941238323,2.864188943,2.992417002,2.999118691,3.055876208,2.986916488,3.186676725,2.931080191,2.886972036
"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)",1.528080437,3.397760634,2.060244825,2.81862383,3.439024266,3.567101609,3.230567617,3.166056802,3.223657924,3.016383003,3.180260015,2.658137098,2.945434661,3.134892408,3.370210005,2.735679641,2.870380375,2.994956593,2.732361958,2.901581124,3.033303223,3.388199342,2.932753744,3.20277528,3.02659098,2.798654051,2.798180917,3.175929196,2.791664047,2.944035004,3.089736381,3.044131349,3.021014155,2.945036991,3.000855378,3.005434163,3.162333597,2.92626623,2.831337754,2.945615889,2.938920841,3.108968726,3.047286822,3.126045361,2.969624868,3.001882281,3.042202,2.853208642,3.071083513,2.993108871
"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)",1.901327473,2.730626529,2.664828835,2.993570223,3.238326986,2.466078242,3.636868837,3.120146246,2.70256319,2.669124804,2.931371118,3.371285296,2.989213134,3.190976992,3.602721959,2.99028918,2.38750091,2.362378553,3.086591773,2.71931624,3.331289886,3.584547025,2.643508537,3.114706764,3.108819617,2.938401087,2.626357958,3.144829622,2.89228662,3.195609921,3.26739912,3.201290212,2.740264233,2.880906694,2.972761162,3.012842968,2.995093207,2.780224629,3.009478289,3.00455109,2.951617489,3.062401661,2.981656741,2.89804294,3.066495116,3.022797678,2.855360248,3.057470157,3.019072058,2.94833267
"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)",1.523809382,3.401930508,2.083056699,2.807054633,3.435019917,3.535628413,3.225750076,3.193430735,3.253186444,3.055646576,3.168188073,2.612848432,2.924271016,3.078281335,3.340533226,2.740905126,2.828534309,2.97779335,2.588931695,2.891117107,3.115585226,3.434335016,2.972991973,3.170313518,2.984932833,2.807613466,2.734064719,3.164772103,2.821311372,2.937452709,3.055313608,2.987770804,2.990861969,2.89808317,2.954515444,2.997930292,3.124486162,3.10959346,2.800040661,2.926151193,2.923610671,3.085018468,2.993206931,3.041046498,2.995975012,2.980322627,2.872032555,2.994057639,3.02833819,3.057527421
"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)",2.21537061,2.221280698,3.353256257,2.773784397,3.163612338,3.071039191,3.019717516,3.186964068,2.97376474,2.122416894,2.956016628,3.039504241,3.20124238,3.482377963,2.61096064,2.719909828,2.330655103,2.740173042,2.829760155,2.779588464,3.276762106,3.24684559,2.869625081,2.883838482,2.843515687,2.758081011,3.032642265,2.710589402,2.761738274,3.130281567,3.077565416,3.237394805,2.840408902,2.893910421,2.874715863,2.897781959,3.079326614,2.814167193,3.109970564,2.9870477,2.850027173,2.966852996,2.939473028,3.084548148,2.957504836,2.931620806,2.817636568,2.860580782,2.850849489,3.003968759
"InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H",4.285462594,1.381322911,2.199393419,2.617213461,2.098213576,3.394081703,2.782953414,3.266449047,2.800916474,3.143581076,2.685090129,3.039706893,2.262706642,2.947792845,2.737403002,2.932557228,2.479827866,3.127519476,3.159104938,3.121112702,3.091506726,3.017255771,2.886886727,3.146737583,3.147162562,3.184152474,3.216405216,3.144121199,2.866811008,3.042074561,2.879772707,2.720941661,2.901988225,2.98263618,3.221973842,2.919326687,2.858358219,2.920668959,2.829522197,2.939164922,2.90182139,2.804084256,3.028203724,3.080102123,3.120388338,2.964050919,2.924804302,3.077076293,3.022240392,3.039226878
"InChI=1S/C23H24O12/c1-31-14-3-9(4-15(32-2)18(14)27)22-16(7-11-12(26)5-10(25)6-13(11)33-22)34-23-21(30)20(29)19(28)17(8-24)35-23/h3-7,17,19-21,23-24,28-30H,8H2,1-2H3,(H2-,25,26,27)",6.266811959,2.62117927,2.67498328,3.215584975,3.124676852,2.878776879,2.715350857,2.363521648,3.295914013,2.765546287,4.112592448,2.348267517,3.561437467,2.685106039,2.995945132,3.514026016,2.925789341,3.120784824,3.142831421,2.838846971,3.280949036,3.00480255,2.865590382,2.759516324,2.995500218,3.396538182,2.750654209,2.908677617,2.511540168,3.085065624,3.098761729,2.930335743,3.270931993,3.223608761,2.970515622,3.287150459,3.262887049,3.055410466,3.174893615,3.131612709,3.096053481,3.008648187,3.196122091,3.083748523,3.078849212,2.857954856,2.969530714,3.075591019,2.970678385,2.876763349
"InChI=1S/C25H26O13/c1-10(26)35-9-19-21(30)22(31)23(32)25(38-19)37-18-8-13-14(28)6-12(27)7-15(13)36-24(18)11-4-16(33-2)20(29)17(5-11)34-3/h4-8,19,21-23,25,30-32H,9H2,1-3H3,(H2-,27,28,29)",6.554341061,3.065213884,2.589336029,3.372860755,2.951842107,2.802428555,2.665006294,2.725659278,3.262342933,2.748278236,3.964777527,2.642958619,4.091260229,2.956754986,3.273170183,3.471946094,2.652713194,3.165546352,3.141807585,2.692490277,3.143170997,2.815070133,3.029897357,2.741218151,3.077322564,3.415845354,2.72523313,2.944979468,2.467752902,2.934838518,2.579310599,3.02908652,2.776474766,3.227882149,2.841551684,3.177924577,3.160461015,3.18163621,2.866147669,3.079891011,2.993427022,3.03241333,3.23914493,3.113251447,3.119883321,3.041576802,3.099680652,3.018697049,2.970620727,2.997519238
"InChI=1S/C9H8O3/c10-8-3-1-2-7(6-8)4-5-9(11)12/h1-6,10H,(H,11,12)",2.122427817,2.430535166,1.971938074,2.690306479,3.256279966,2.922041501,2.7316256,3.386356507,2.435783724,3.331403882,2.34198016,2.653690088,3.18702852,3.043548507,2.958230797,3.158996805,3.232591468,2.697939794,2.991808997,3.000830948,2.913979649,2.848789114,3.054302639,3.239886779,3.025036069,2.962712375,2.9846124,2.969032982,3.006900578,3.017205226,3.008700178,2.93678323,2.949987581,2.95352705,2.967643693,3.104391933,2.890533557,3.006711185,2.916038293,3.095774426,2.970722107,2.9670807,2.877520457,3.01865307,2.997827845,2.868843498,2.991543004,2.956732285,3.068365014,2.944500359
"InChI=1S/C21H42O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(22)23-2/h3-20H2,1-2H3",1.957052864,4.136368282,2.371111796,2.60858776,2.691928096,3.426215907,2.865979729,2.577501165,2.770806373,2.762356942,3.586055986,3.210651485,2.75589213,3.391418953,2.999982897,3.007213134,3.50618982,3.235931205,3.185448407,3.112334085,3.023466247,2.943781194,2.802855737,3.152962442,3.157651546,2.650046293,3.07406417,3.079864445,2.961131572,3.0859482,3.041213513,3.059470617,2.901062292,2.995347573,2.83652791,2.947241905,2.862052562,2.987656042,3.007179907,3.139071104,2.930047847,2.986403187,3.029306848,2.912479385,2.938385409,2.971396482,2.849289808,3.055612768,2.946140897,2.870241687
"InChI=1S/C23H46O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23(24)25-2/h3-22H2,1-2H3",1.968189165,4.181322284,2.388447279,2.583197213,2.672427273,3.432157723,2.863564822,2.564962922,2.765785887,2.772626716,3.577547826,3.218980906,2.762958213,3.436251186,2.983836123,3.018026041,3.502510684,3.248427517,3.219941335,3.119743579,3.019022246,2.93563242,2.763244192,3.153310739,3.174886138,2.624750258,3.077727525,3.101191113,2.964430394,3.098935895,3.043887298,3.060843255,2.908436179,2.99552953,2.833400571,2.935058751,2.846163077,2.994500888,3.011618392,3.159183733,2.930544521,2.994184438,3.027158404,2.89900432,2.934567118,2.958393261,2.821280643,3.07748581,2.947170069,2.867431082
"InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3",1.625297438,3.620797843,1.964384468,2.703517393,3.272623906,3.558646769,2.736110781,3.070009612,3.318543016,3.026202978,3.151081968,2.875393595,3.064067433,3.223932271,3.271658186,2.909676027,3.190138516,3.27477592,2.991754662,3.15986535,2.895638929,2.920055097,2.930494019,3.030985711,3.143829417,2.890608204,3.054370431,3.135845057,2.927676382,2.963967817,3.073517796,2.979929618,3.12915417,3.007035116,3.055145952,2.996237187,3.04401216,2.968311355,2.907149071,3.043822005,2.999495128,3.022349876,3.013375184,3.048403034,2.939977897,2.958789391,3.057474275,2.937856658,2.966342707,2.897045277
"InChI=1S/C21H40O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(22)23-2/h10-11H,3-9,12-20H2,1-2H3",1.962710836,4.12936445,2.376720595,2.596926327,2.688785436,3.421148534,2.850131871,2.605631156,2.729480761,2.785356859,3.548080342,3.209767336,2.768435174,3.381132673,3.009494137,3.009209666,3.48651441,3.239345087,3.202359623,3.143436119,2.998505902,3.093033321,2.96835405,3.132125458,2.984972431,2.741976387,3.045017987,3.044830953,2.974467951,3.090044552,3.019450804,2.99324229,2.942570786,3.032854998,2.854028654,3.010104337,2.87758353,2.900716308,3.002895081,3.134053098,2.921479214,2.970005436,3.007846062,2.909741757,2.918647532,3.027982708,2.900437255,3.040869313,2.957195505,2.896142771
"InChI=1S/C22H44O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24-2/h3-21H2,1-2H3",1.962621015,4.158845283,2.379779537,2.595892486,2.682177684,3.429186815,2.864772276,2.571232044,2.76829613,2.767491829,3.581801906,3.214816195,2.759425171,3.413835069,2.99190951,3.012619588,3.504350252,3.242179361,3.202694871,3.116038832,3.021244247,2.939706807,2.783049964,3.153136591,3.166268842,2.637398275,3.075895848,3.090527779,2.962780983,3.092442048,3.042550405,3.060156936,2.904749235,2.995438551,2.83496424,2.941150328,2.85410782,2.991078465,3.009399149,3.149127418,2.930296184,2.990293812,3.028232626,2.905741852,2.936476263,2.964894872,2.835285226,3.066549289,2.946655483,2.868836384
"InChI=1S/C18H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-2/h3-17H2,1-2H3",1.770732625,3.901511976,2.202638128,2.629255217,2.96955981,3.377717568,2.780538512,2.827706357,3.032924112,2.912307631,3.472073613,3.185136496,2.65912386,3.517507135,3.043933609,2.95161738,2.941326494,3.130384251,3.259268504,3.27216885,2.929309057,2.81799841,2.926271189,2.907680599,3.334466331,2.811526854,3.011840733,2.994598549,2.871960904,2.987947083,3.080042185,3.012980904,3.022576194,2.974376557,3.025302082,2.937497018,2.906922876,2.956084812,2.977440116,3.13062944,3.006473227,2.999524912,2.989213288,2.947061776,2.931019144,2.913278772,2.907048947,3.051774161,2.942947121,2.883705508
"InChI=1S/C13H20O3/c1-3-4-5-6-11-10(7-8-12(11)14)9-13(15)16-2/h4-5,10-11H,3,6-9H2,1-2H3",2.071304057,3.243264916,2.570251722,2.472927187,3.225824886,2.704503964,2.820643746,3.235580478,2.728587624,3.0946422,3.081945818,3.664636243,3.054974957,2.844866274,2.909188309,3.121032483,2.845435835,2.861305216,3.448986742,2.965146106,2.946102437,3.08650234,3.196739473,2.865235475,3.215116393,3.108885919,2.98075749,2.878486053,3.032158484,3.042516815,3.105848764,3.041396819,2.921844535,3.044505202,2.959044753,2.979194563,3.028151115,2.930284077,3.014053155,2.945919127,3.132335455,2.995043571,3.143738485,2.969194313,2.809044825,3.07022141,2.938533255,2.670275185,2.86564149,2.867430953
"InChI=1S/C19H32O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h4-5,7-8,10-11H,3,6,9,12-18H2,1-2H3",1.791371316,3.819449523,2.199632043,2.629657454,2.979261566,3.350430143,2.768001345,2.910340976,2.916531927,2.951248112,3.383132744,3.143244428,2.693016683,3.432808056,3.089086835,2.944279552,2.885733123,3.08313422,3.226979951,3.320849625,2.843521845,3.162088629,3.36494253,2.820437138,2.925833361,3.091899276,2.931100065,2.890539619,2.940942795,2.968030625,2.99122418,2.859692594,3.017206814,3.069829488,2.967230235,3.079208543,3.015876439,2.756640079,2.981350463,2.920205292,2.938929244,3.004831468,2.813671013,2.96262667,2.794222557,3.059173159,3.062037036,3.11257677,2.938254151,2.784543875
"InChI=1S/C15H30O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17-2/h3-14H2,1-2H3",1.754028173,3.834080973,2.176634903,2.667341038,2.998811046,3.368804844,2.784160873,2.846513721,3.040454841,2.896902972,3.484835854,3.172642365,2.648524735,3.450258786,3.06815377,2.935398019,2.946845199,3.111639782,3.207529112,3.261054608,2.935975058,2.830221571,2.985688508,2.907158153,3.308614442,2.849470906,3.006345701,2.962608548,2.867012671,2.968465541,3.076031508,3.010921947,3.011515364,2.974103621,3.02999309,2.955771748,2.930757103,2.945817545,2.970782389,3.100460496,3.005728215,2.987853036,2.992435954,2.967274373,2.936746581,2.932783603,2.949062696,3.018964599,2.941403363,2.887921415
"InChI=1S/C20H40O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-2/h3-19H2,1-2H3",1.951484714,4.11389128,2.362444054,2.621283033,2.701678508,3.423244999,2.867187183,2.583770287,2.773316616,2.757222056,3.590310066,3.206486774,2.752359088,3.369002836,3.008056284,3.001806681,3.508029389,3.229683049,3.168201943,3.108629337,3.025688248,2.947855581,2.82266151,3.152788294,3.149034249,2.66269431,3.072232493,3.069201111,2.959482161,3.079454353,3.03987662,3.058784299,2.897375348,2.995256594,2.838091579,2.953333481,2.869997304,2.98423362,3.004960665,3.129014789,2.929799509,2.982512561,3.03038107,2.919216917,2.940294554,2.977898092,2.863294391,3.044676247,2.945626311,2.871646989
"InChI=1S/C19H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h10-11H,3-9,12-18H2,1-2H3",1.781958747,3.916985146,2.216914668,2.604898511,2.956666739,3.375621102,2.7634832,2.849567226,2.989088257,2.940442434,3.429843889,3.188417058,2.675199946,3.529636972,3.045371462,2.959020365,2.919811515,3.140046289,3.293426184,3.306975631,2.902126711,2.96317615,3.071963728,2.887017763,3.170404513,2.890808932,2.984626227,2.970228391,2.886946693,2.998537283,3.059616368,2.947438896,3.067771631,3.011974961,3.041239157,2.994267874,2.914509102,2.872567501,2.975374532,3.135667748,2.998152932,2.987017787,2.966678281,2.937586616,2.909372123,2.963363387,2.944191811,3.047967227,2.954516316,2.908201291
"InChI=1S/C17H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h3-16H2,1-2H3",1.765164474,3.879034975,2.193970386,2.641950491,2.979310222,3.37474666,2.781745966,2.833975478,3.035434355,2.907172745,3.476327694,3.180971786,2.655590818,3.495091019,3.052006996,2.946210926,2.943166062,3.124136095,3.24202204,3.268464103,2.931531057,2.822072797,2.946076962,2.90750645,3.325849035,2.824174872,3.010009056,2.983935215,2.870311493,2.981453236,3.078705292,3.012294585,3.018889251,2.974285578,3.026865751,2.943588595,2.914867618,2.95266239,2.975220874,3.120573125,3.00622489,2.995634287,2.99028751,2.953799308,2.93292829,2.919780382,2.92105353,3.040837641,2.942432535,2.88511081
"InChI=1S/C17H32O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h8-9H,3-7,10-16H2,1-2H3",1.770822446,3.872031143,2.199579185,2.630289058,2.976167562,3.369679286,2.765898107,2.862105469,2.994108743,2.930172661,3.43835205,3.180087637,2.668133862,3.484804739,3.061518236,2.948207458,2.923490652,3.127549977,3.258933256,3.299566137,2.906570712,2.971324924,3.111575274,2.886669466,3.15316992,2.916104966,2.980962872,2.948901723,2.883647871,2.985549588,3.056942583,2.946066258,3.060397744,3.011793004,3.044366496,3.006451027,2.930398587,2.865722656,2.970936048,3.115555119,2.997656257,2.979236536,2.968826724,2.951061681,2.913190414,2.976366608,2.972200977,3.026094185,2.953487143,2.911011895
"InChI=1S/C22H12O13/c1-32-20(29)5-2-7(23)13(25)9(3-5)33-19-12-11-10-6(21(30)34-18(11)15(27)16(19)28)4-8(24)14(26)17(10)35-22(12)31/h2-4,23-28H,1H3",6.969493042,1.66442893,1.948596579,2.679120644,0.994955019,3.453798442,3.88221376,3.265416564,4.308718037,3.41869985,3.701412114,4.293816408,3.691691853,2.216612603,3.596051624,2.872779873,3.180279679,2.778864314,3.082247716,3.218348701,3.07523661,2.820182571,2.587051945,2.641552435,2.494051434,2.854100124,2.462860477,2.510784108,2.125384866,2.896566204,3.221564719,2.301496116,3.302123254,2.935335737,3.399469108,2.815370198,2.488368038,2.978082917,3.117464332,2.574562719,2.605810842,3.198006296,3.395790288,3.455791709,3.010639386,2.984600141,2.668076199,3.072448496,3.234594843,2.862526231
