inchi,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
"InChI=1S/C19H38O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h3-18H2,1-2H3",1.776300775,3.923988978,2.211305869,2.616559944,2.959809399,3.380688476,2.779331058,2.821437236,3.030413869,2.917442518,3.467819533,3.189301207,2.662656901,3.539923252,3.035860222,2.957023833,2.939486926,3.136632407,3.276514968,3.275873597,2.927087056,2.813924023,2.906465416,2.907854747,3.343083628,2.798878837,3.013672411,3.005261883,2.873610315,2.994440931,3.081379077,3.013667223,3.026263138,2.974467535,3.023738413,2.931405442,2.898978134,2.959507235,2.979659358,3.140685754,3.006721564,3.003415538,2.988139066,2.940324244,2.929109999,2.906777161,2.893044364,3.062710682,2.943461707,2.882300206
"InChI=1S/C4H8O2S/c1-6-4(5)2-3-7/h7H,2-3H2,1H3",1.596928714,3.398789325,1.935922361,2.792554102,3.396979928,3.55433286,2.840639152,3.055458695,3.274663525,2.923435934,3.151847465,2.749220688,3.030612984,2.920079797,3.33618226,2.789700633,3.142680487,3.124356838,2.769349787,3.064482679,2.822094021,2.921388367,3.069999473,2.879261057,3.005342156,2.986529755,3.045417666,3.020735368,3.015455432,2.961027712,3.026626469,3.012934862,3.024206472,3.278811225,3.160123507,3.140315672,2.97153214,3.083652888,2.844374013,2.927668031,2.993077281,3.036079541,2.814742867,2.964775178,3.020887369,3.113575535,2.994571819,2.984608405,2.949936985,2.890613326
"InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3",2.173613622,2.476067146,2.052182461,2.753572656,3.237752714,2.82857015,3.062092733,3.054997747,3.41255109,3.245051657,2.540664363,3.424527797,3.365742051,2.882658925,2.990914069,2.728594812,3.343324822,2.933239459,3.030572147,3.010783292,3.179725432,2.872607932,2.971049434,2.834946262,2.918618181,3.058565031,2.868223088,3.227285846,2.84914446,2.982333582,3.020221292,2.899870998,2.929565856,2.910223056,3.030046443,3.001424066,2.930960987,2.941627917,2.976977946,3.040628067,2.941297302,2.969606923,2.890114799,2.999852402,2.960875525,3.099295621,2.997078317,2.981145725,2.951449119,2.90432135
"InChI=1S/C15H10O7/c16-6-1-2-8(9(18)3-6)15-14(21)13(20)12-10(19)4-7(17)5-11(12)22-15/h1-5,16-19,21H",4.652810533,1.539016542,2.284086764,2.686884554,1.878949737,3.472949535,2.992983882,3.061290455,2.57964525,3.003013156,2.777541321,3.126666145,2.288824962,2.623754085,2.697158728,3.140223119,3.019129274,3.234089778,3.050612949,3.071853894,3.133606817,3.261760318,2.863230131,3.438033794,2.911124524,2.964431387,3.404751324,3.211018135,2.96897886,3.003840574,2.723896678,2.977135799,2.811922129,2.923400699,3.186382923,2.781705627,2.852435881,2.979863321,3.094231498,2.92363374,2.836258576,2.981699577,2.906609946,2.972305756,3.091792543,3.082717538,2.983424705,3.085041805,2.894201855,3.036113259
"InChI=1S/C21H20O12/c1-6-14(26)17(29)18(30)21(31-6)33-20-16(28)13-9(23)4-8(22)5-12(13)32-19(20)7-2-10(24)15(27)11(25)3-7/h2-6,14,17-18,21-27,29-30H,1H3",6.601567129,2.18837238,2.220604379,3.124588191,2.620315877,3.391636372,3.15920993,2.961993084,2.764956328,3.111045078,2.788296944,2.856218903,2.550828269,2.627369925,3.029084824,3.428424845,3.019321314,3.279775791,3.041355431,2.747785501,3.20759728,3.066676144,3.162827237,3.223772418,3.139182313,2.825779761,3.046691256,2.817830374,2.347284013,3.167263124,2.762602449,2.856983694,3.128224373,2.820923211,3.262957025,2.728677541,3.088588187,2.850582289,3.215527981,2.98315607,3.031193178,3.043095666,2.761952478,2.950764187,3.155944384,3.05719109,2.898322739,3.098984865,3.00979195,2.914279757
"InChI=1S/C11H13NO4/c1-7(13)12-10(11(15)16)6-8-2-4-9(14)5-3-8/h2-5,10,14H,6H2,1H3,(H,12,13)(H,15,16)",2.021949879,2.73978028,2.612631596,2.947565957,3.242641711,2.542220927,3.596153092,3.120132695,2.780230651,3.11426457,3.208758588,3.100668624,3.011446693,2.987181965,2.609508386,3.154352625,2.727572939,2.902229713,3.086765197,3.028669824,3.080335918,2.759244549,3.170080319,3.104686241,3.042493148,3.046819909,2.863230687,2.942524387,2.967375255,2.986806829,2.949746678,3.017542698,2.933099557,3.035814429,2.961090559,3.013999345,2.845171495,2.953907967,2.925042656,3.053279038,3.053966487,2.775963969,2.962817779,3.004735872,2.807263446,2.903999166,2.96537294,2.940602798,2.865059097,2.96805894
"InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)",1.712827754,2.359769344,2.652997158,2.999019835,3.612746103,3.111104307,2.970825632,2.89196464,3.245949829,3.198437479,2.645800426,2.908061732,3.426753319,3.016086582,2.83899762,2.783899807,3.342431954,2.991892589,3.144088363,3.015254112,3.200846509,2.991018992,3.15621822,3.036665686,3.100405056,2.99330266,3.008751855,2.862384619,3.052195444,3.112286149,2.898939758,3.049171936,3.035142181,2.911615727,3.021991546,2.969752497,2.760411244,2.890315503,2.927693828,2.915251472,2.959690635,3.049114675,3.034499059,2.816412082,3.006129886,2.805215682,2.915462034,3.056795464,2.901638967,2.977570711
"InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3",1.802862331,2.374549078,3.398479302,3.072170778,3.306437638,2.796178552,2.504614941,3.168254214,3.543567492,2.91525961,2.614123241,2.563125075,3.131525029,3.098552502,2.721513435,2.859715932,3.358934094,3.109918504,2.935805183,2.694326665,2.613274152,3.313741985,2.957641864,2.686725905,3.278938055,2.740166254,3.07675051,2.954697926,3.016051985,3.033512723,2.724609171,2.95993379,3.2001561,2.875153738,3.103127853,2.98954218,2.889889634,3.019294147,2.920670135,2.905451054,2.744460851,3.122771,2.978503099,3.11878647,2.837773056,2.893123449,2.972226221,2.963342553,2.840934765,3.089939837
"InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)",1.560402845,3.58095145,1.967012591,2.649882077,3.333562751,3.696537044,2.993542739,3.088364731,3.278387144,2.943184651,3.076674213,2.810434573,2.964132459,3.243813671,3.219553608,3.041884455,3.184931207,3.199050574,3.000880142,3.108291327,2.846680329,2.861699702,2.858274228,2.949312119,3.176434037,2.933395745,3.145476812,3.093752622,3.087324437,3.075881788,3.007982326,2.803817046,3.097057756,3.015072467,2.959217733,2.982763293,3.09553291,2.92402411,3.06973448,3.052136337,2.997263183,3.028104859,3.100597802,3.00105245,3.01507922,2.943679147,3.05657998,2.964347517,3.065662038,3.05947757
"InChI=1S/C14H28O6/c1-2-3-4-5-6-7-8-19-14-13(18)12(17)11(16)10(9-15)20-14/h10-18H,2-9H2,1H3",3.233180177,3.469282954,2.393603934,3.233779105,4.390145704,2.580748039,2.808247556,2.556938123,3.024048724,2.986962496,3.10081165,3.138365976,2.62517497,3.125136892,2.558763819,2.974109113,3.031467459,2.765913651,3.643107839,3.166136259,3.028853781,2.86774325,2.868472562,3.030977685,3.087398745,2.903858506,3.074538161,2.901549439,3.017404871,3.082791201,3.299606617,2.975403298,3.06820647,2.928006316,3.018149934,2.96724284,2.89982184,2.933553983,3.118363244,3.069285742,3.084989855,3.089359913,3.026742276,3.06740867,2.850432894,2.924019989,2.995911232,2.950863466,2.977104898,3.079232787
"InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3",1.428827813,3.368644616,2.12409526,2.752984662,3.377994296,3.588617773,2.948091868,2.703334669,3.356000977,3.101733073,3.102448947,2.463871238,2.824989988,3.396482561,3.27482381,2.627811094,3.052404355,3.08280192,3.088368878,2.886771076,2.859834771,3.351092518,2.747932114,3.192642661,3.084513281,2.816562789,2.932099709,3.163932075,2.8884796,3.079503885,3.098842084,3.175207179,3.042320611,2.954553324,3.152752048,2.945072586,3.035543126,2.879253652,2.965307056,2.970573621,2.943454936,3.024615051,3.109156786,3.039586103,3.071678506,2.932123529,3.02128002,3.001074794,3.129648953,2.931116404
"InChI=1S/C21H20O11/c22-6-14-17(28)18(29)19(30)21(32-14)16-11(26)4-10(25)15-12(27)5-13(31-20(15)16)7-1-2-8(23)9(24)3-7/h1-5,14,17-19,21-26,28-30H,6H2",6.316488109,1.873190565,2.260054732,2.977775911,2.094960137,3.699063442,3.655238216,2.77452643,3.017437977,3.381788348,2.300313783,3.160264987,2.150044224,2.652389717,2.753394819,2.773603162,3.301042907,3.078634393,3.094668206,2.977140287,3.271740364,3.240307246,2.798036649,2.8352523,3.172807265,3.101951844,3.100158823,2.788491863,2.716541682,3.209328112,3.24787757,3.015726155,3.370053293,3.103519831,2.872238603,3.250082842,3.148644246,3.049181289,3.014859072,2.935353059,2.891433962,2.982058583,2.914136027,3.0406418,2.951135202,2.847239211,2.977844884,2.936605991,2.907842075,3.03554098
"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)",1.694701731,3.816711581,2.187930768,2.601010449,3.04999948,3.509666027,3.040385378,2.858599718,2.997788725,2.819019531,3.406174019,3.111848053,2.552122803,3.492556302,3.007975805,3.073012901,2.939798322,3.042162593,3.233901057,3.213185333,2.884794458,2.767791789,2.893662945,2.82565871,3.349836359,2.87961043,3.099283759,2.931179447,3.028310137,3.086873359,3.01183293,2.835495695,2.983105893,2.98223195,2.932501201,2.936206277,2.974333111,2.904952721,3.135587041,3.118831142,3.003744607,2.997498644,3.07858435,2.913186257,3.009938758,2.911171749,2.934163818,3.056391978,3.04123728,3.048948406
"InChI=1S/C27H30O15/c28-8-17-19(32)21(34)23(36)26(41-17)39-15-6-12(31)5-14-13(15)7-16(25(38-14)10-1-3-11(30)4-2-10)40-27-24(37)22(35)20(33)18(9-29)42-27/h1-7,17-24,26-29,32-37H,8-9H2,(H-,30,31)",7.402989665,3.297399626,2.700084265,3.73538243,4.343072866,2.858468031,3.055589007,2.266111366,3.402263083,2.398670832,3.395253983,2.39102565,3.161356989,3.112258357,2.894464844,3.465298064,2.785705746,3.052934597,3.156464475,2.630151931,3.048738712,2.807522496,3.0630456,2.80511198,2.741395596,3.266045705,2.79771198,2.904692795,3.190185506,2.986677735,3.171198052,3.157165707,3.018341614,3.075280712,2.763868688,3.402211726,3.026957739,3.064070918,2.803212768,3.145553277,3.110903075,3.216558706,3.532186406,3.220326116,3.01159207,2.872232547,3.043862457,3.206032026,3.006303979,3.043816392
"InChI=1S/C21H20O10/c22-8-16-17(26)18(27)19(28)21(31-16)30-15-7-12-13(25)5-11(24)6-14(12)29-20(15)9-1-3-10(23)4-2-9/h1-7,16-19,21-22,26-28H,8H2,(H2-,23,24,25)",5.634616061,2.668985246,2.934807613,3.001514857,3.421669761,3.038099346,3.04833285,2.254473477,3.25456664,2.443301866,3.344872275,2.523515725,3.019129936,2.938953284,2.847269471,3.592024139,2.987611706,3.125356865,3.026279098,2.509643288,3.178311716,2.824743659,3.091009197,3.081990951,2.948501218,3.328946856,2.768592209,2.833924144,2.688459837,3.159215204,3.111822472,3.026973021,3.218175395,3.10838465,2.917427011,3.347958655,3.272256504,3.035590446,2.942040916,3.042797564,3.123789278,2.864678929,3.192039273,2.9118546,3.069014621,2.806220493,3.066711971,3.162313838,3.032560648,2.907116949
"InChI=1S/C21H20O10/c1-28-16-4-9(2-3-12(16)23)20-17(31-21-19(27)18(26)14(25)8-29-21)7-11-13(24)5-10(22)6-15(11)30-20/h2-7,14,18-19,21,25-27H,8H2,1H3,(H2-,22,23,24)",5.579186271,2.554882365,2.873617287,2.919091202,2.966914243,2.951325505,2.856233303,2.388672253,3.27071883,2.638446217,3.771724222,2.491139463,3.437445341,2.815550498,3.005287347,3.505517123,2.928857635,3.148220706,3.013185579,2.537735227,3.156894959,2.842121731,3.06298856,3.074331792,3.097473673,3.398069427,2.76711703,2.809377533,2.488755333,3.115361661,2.786035683,2.927130191,3.149737914,3.047194139,2.952332033,3.183705914,3.272823401,2.927719424,3.098082189,3.0688269,3.177856744,2.880413196,3.135043113,2.980549439,3.102447123,2.840219472,3.040896851,3.100137551,3.214311688,2.938536076
"InChI=1S/C16H12O7/c1-22-14-3-7(2-11(19)15(14)21)16-12(20)6-9-10(18)4-8(17)5-13(9)23-16/h2-6H,1H3,(H4-,17,18,19,20,21)",4.153622858,1.884555987,2.764202827,2.649854827,2.357766343,3.055968032,2.764149517,2.440449753,3.124194127,2.634103649,3.795150891,2.709789176,3.172859839,2.656748537,2.652699533,3.580791592,2.891289867,3.155463505,3.046883408,3.116374558,3.14214468,3.1890807,2.767711943,3.403616951,2.923848342,3.502208519,3.200584955,3.22264495,2.431771076,3.056509965,2.644676266,2.772054862,2.737968021,3.284270949,2.974090429,3.098250472,3.025589973,3.056508277,3.043157816,3.03342538,2.840179614,2.932938372,3.329557268,3.175621973,3.19952842,2.938815811,2.9681541,3.09718774,2.978866723,3.044740257
"InChI=1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7,9H2",1.651358604,2.468511296,2.42210904,2.706134512,3.542851869,2.75732095,2.992375107,2.717952954,3.225175799,3.121180539,2.65451203,2.720682216,3.270160334,3.174909405,3.00387214,2.784483256,3.028608795,2.754544772,3.082112934,2.593151447,3.046873547,3.258312248,2.887691353,3.177374884,2.974843833,3.064724626,2.779389918,3.249108561,3.056969913,3.159373448,3.119151356,3.220650441,2.945147051,2.913311572,2.969203183,3.04198195,2.974311174,2.928561648,3.1014288,2.988483738,2.906951853,3.022941446,2.94335986,2.955490571,3.150952772,3.086072797,2.955656227,2.998291339,3.03095543,2.983211381
"InChI=1S/C17H19NO3/c19-17(18-10-4-1-5-11-18)7-3-2-6-14-8-9-15-16(12-14)21-13-20-15/h2-3,6-9,12H,1,4-5,10-11,13H2",3.226592873,2.20892143,3.383295794,2.869611999,2.579616161,2.686931514,2.266420353,3.80026765,2.884270571,2.722825653,3.166860661,2.329072643,2.483862265,3.259209245,2.888586873,2.766603202,2.915998135,2.793370188,3.352055682,2.679859156,2.296267371,2.633994314,3.158159118,3.202583533,2.826538208,3.001427735,2.832571343,2.867471988,3.247786487,2.954575527,2.995515782,2.685571435,2.708620037,2.886058875,3.575287476,2.872771345,3.26648926,2.84509599,2.886574559,3.089313177,2.921882448,2.884164357,3.014635278,3.168381369,2.771170038,2.866608226,2.677334474,3.192366422,2.843170722,3.24100493
"InChI=1S/C8H6O4/c9-8(10)5-1-2-6-7(3-5)12-4-11-6/h1-3H,4H2,(H,9,10)",2.947803908,2.11985885,2.470653113,2.641455787,3.267978429,3.126292436,2.624831936,3.346555628,3.590318963,2.704232378,2.941648949,3.155887983,3.459898431,2.87186911,2.968152935,2.72899236,2.966193607,3.187916009,2.940492657,2.823550697,2.701360484,2.784154872,2.611995233,2.967377892,2.415365801,2.790631115,2.880395762,2.685320117,3.093351995,2.882527476,3.096662929,2.596476023,2.814104717,2.847728276,3.185645982,2.597590124,3.135321261,2.897395158,2.793420958,3.207346337,3.33323513,2.704196262,2.935593717,3.332863621,2.926062069,3.023261357,2.810968128,3.196046432,2.99092356,3.183037291
"InChI=1S/C7H6O4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H,(H,10,11)",2.21929577,2.411862,2.006854674,2.743474512,3.317757792,2.963903646,3.252901565,3.004734509,3.346671356,3.245637323,2.585459761,3.203631457,3.36611828,2.703643352,2.914135031,3.161872325,3.256245305,2.852600287,3.129543382,3.051412725,3.075033464,2.97319797,2.88703538,2.951839995,2.929109628,3.018063057,2.980106701,3.053193476,2.757806808,2.968597457,2.943937988,2.785644184,2.867899551,2.959643511,3.165485164,2.936303792,2.856010863,2.96760013,2.828807816,2.99398369,2.967264129,2.94004888,3.035245292,3.094475372,2.937631393,3.025714394,2.955294371,3.053234703,3.027969718,2.939145068
"InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3",2.005629742,2.442672825,2.549724169,3.035271826,3.478302048,3.063344192,3.124517126,3.107579503,3.352184905,3.12158268,2.637897443,2.938320421,3.430101486,2.805474686,2.79111482,2.918133123,3.362525782,2.861997612,3.298930172,3.189072636,3.259722994,3.215090196,3.129351593,2.899683983,3.146017123,2.946227521,3.265324364,2.818437043,3.021562402,3.053035111,3.203205534,3.025874956,2.961784169,2.959036423,3.05137421,2.749149991,2.777119914,2.964640246,2.704777515,2.915983744,3.025558027,3.054068434,2.994891446,2.829971665,3.354243462,2.920467037,3.139129591,2.952235262,3.049214149,2.792662418
"InChI=1S/C8H10NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2-3,11H,4H2,1H3,(H2,12,13,14)",2.15405798,2.743816204,2.79220711,3.318723031,3.063474074,2.928921763,3.143952746,2.691972557,2.91674917,2.810162989,2.758680124,3.260517932,3.237795917,2.360736827,2.747782533,2.731305114,2.746499015,2.473432841,3.403322536,3.445671949,3.160749746,2.926630715,3.411192469,2.852548521,3.27631632,2.930109474,3.266065327,2.804948602,2.896316505,3.018397961,3.0932321,2.86671087,3.003755672,2.628683032,2.964119031,2.690510383,2.845929089,2.892476113,2.772470065,3.024214538,2.955435583,2.906313891,3.037522713,2.835848817,3.300787792,2.85377671,3.154108167,2.912031574,3.040651312,2.760129272
"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3",2.074930043,2.420329367,2.572797117,3.076731407,3.557367947,3.070637221,3.229698272,2.925787296,3.456917852,3.214783429,2.609441023,2.831296711,3.355743923,2.897459256,2.648698639,2.749692828,3.513844863,2.73844043,3.341458983,3.315565238,3.254420484,3.217677437,2.991631213,2.852602987,2.992381304,3.036689179,3.266539349,2.727414082,3.014676824,2.953599284,3.151155623,3.051541864,2.992363483,2.981348293,3.119093622,2.807245511,2.837130171,2.993901646,2.739652189,2.915810233,3.114608549,3.11095647,3.001699789,2.826113061,3.46266602,2.870014862,3.043687645,2.897286703,3.076839428,2.769722042
"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",1.919170146,2.393304025,2.21602299,2.681919329,3.539596403,2.845597662,2.903123982,2.707647376,3.24102879,3.184652045,2.709679651,2.766741889,3.305083976,2.858742458,2.829505764,3.184455385,3.148355672,3.004527341,3.120275321,2.924700664,3.033189128,2.975501533,3.017778748,3.149268585,3.049954458,3.212225379,2.929813016,3.105930201,2.877974213,3.050750641,2.878439188,2.995420969,2.998777293,2.940375419,2.922534742,3.016448149,2.83834912,2.986082869,3.026640769,3.09657113,2.931608789,3.103872721,2.903361406,3.051943674,3.11389237,3.104864578,2.906952483,2.914053435,2.97462004,2.932371063
"InChI=1S/C21H20O12/c22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7/h1-5,13,15,17-18,21-27,29-30H,6H2",6.606844639,2.326918028,2.293510383,3.19539753,2.876931743,3.383100201,3.185326373,2.910525015,2.727338219,2.971846818,2.662269221,2.794497484,2.414534018,2.719501671,2.933113424,3.300263244,3.112188724,3.140610689,3.121690933,2.743779938,3.195057908,3.014273978,3.060707351,3.03454152,2.97820047,2.883328516,3.011453455,2.870891378,2.629608007,3.147896511,3.031748769,3.032698501,3.219505774,2.914483584,3.230597523,2.888450523,3.144675798,2.988905093,3.158030683,2.919982911,3.06935637,2.917335181,2.791693022,2.911652642,3.143741958,2.973046307,2.888315073,3.101044955,2.967230938,2.899391506
"InChI=1S/C3H7NO2/c1-2-6-3(4)5/h2H2,1H3,(H2,4,5)",1.580927303,3.277010971,2.034131444,2.931585793,3.548330337,3.554937095,2.950049482,2.868790933,3.298383258,3.118426957,3.211637867,2.52700691,2.967389138,3.060898058,3.264206269,2.716206155,3.214916931,3.350949267,2.833392532,3.186329501,2.797292972,2.867117767,3.140666743,3.123856601,2.912968877,3.031354024,2.931094472,3.042500582,2.962556222,2.949485323,2.929828459,3.08907005,3.066548197,2.861846177,3.198826496,2.98919094,3.04690337,2.820223732,2.885272219,2.847248501,2.98466295,2.867139814,2.960432582,3.076593738,3.00937869,2.932301662,3.095814793,2.917313699,2.931463842,2.908024534
"InChI=1S/C25H24O12/c1-32-15-5-10(6-16(33-2)19(15)28)23-24(37-25-22(31)21(30)20(29)17(9-26)36-25)12-3-4-34-13-7-11(27)8-14(35-23)18(12)13/h3-8,17,20-22,25-26,29-31H,9H2,1-2H3,(H-,27,28)",7.349924074,2.31205732,2.272021988,3.211077959,2.336183823,3.026377546,2.687683622,2.933151134,2.876051987,3.652712412,3.091238172,2.381084759,3.167492397,3.414276415,3.361010814,2.088752223,3.440318973,2.416146856,2.883409453,3.391421694,2.943704422,2.391138496,2.888936402,2.82784375,2.713412733,3.110144445,2.456994298,2.485465199,2.696505661,2.767088376,3.00326646,2.89031055,3.098208031,3.289549498,2.844992726,2.850913246,3.069889686,3.046631227,3.206883835,2.888802758,3.002341683,3.512342452,3.97118892,2.67327474,2.913692499,3.285529265,2.875743998,3.084956635,2.820444022,3.073747627
"InChI=1S/C26H26O12/c1-10-4-13-19-14(35-10)7-12(28)8-15(19)36-24(11-5-16(33-2)20(29)17(6-11)34-3)25(13)38-26-23(32)22(31)21(30)18(9-27)37-26/h4-8,18,21-23,26-27,30-32H,9H2,1-3H3,(H-,28,29)",7.424060384,2.322815137,2.267328045,3.209806539,2.301855326,2.996388754,2.683685421,2.934799971,2.909666775,3.710710367,3.125736473,2.394426482,3.193572077,3.431850851,3.365484026,2.101439117,3.421728498,2.430364759,2.858094992,3.422014526,2.944092046,2.424529795,2.910780586,2.863005644,2.728160093,3.080410074,2.48733335,2.479060282,2.679219929,2.742811816,3.035768837,2.856440912,3.087918645,3.310462807,2.851809343,2.873939005,3.1056524,3.085747205,3.220341098,2.853389704,3.005653251,3.526700314,4.01722654,2.688372208,2.944963282,3.267890681,2.895639956,3.091726388,2.835274521,3.050354314
