inchi,maccs_1,maccs_2,maccs_3,maccs_4,maccs_5,maccs_6,maccs_7,maccs_8,maccs_9,maccs_10,maccs_11,maccs_12,maccs_13,maccs_14,maccs_15,maccs_16,maccs_17,maccs_18,maccs_19,maccs_20,maccs_21,maccs_22,maccs_23,maccs_24,maccs_25,maccs_26,maccs_27,maccs_28,maccs_29,maccs_30,maccs_31,maccs_32,maccs_33,maccs_34,maccs_35,maccs_36,maccs_37,maccs_38,maccs_39,maccs_40,maccs_41,maccs_42,maccs_43,maccs_44,maccs_45,maccs_46,maccs_47,maccs_48,maccs_49,maccs_50,maccs_51,maccs_52,maccs_53,maccs_54,maccs_55,maccs_56,maccs_57,maccs_58,maccs_59,maccs_60,maccs_61,maccs_62,maccs_63,maccs_64,maccs_65,maccs_66,maccs_67,maccs_68,maccs_69,maccs_70,maccs_71,maccs_72,maccs_73,maccs_74,maccs_75,maccs_76,maccs_77,maccs_78,maccs_79,maccs_80,maccs_81,maccs_82,maccs_83,maccs_84,maccs_85,maccs_86,maccs_87,maccs_88,maccs_89,maccs_90,maccs_91,maccs_92,maccs_93,maccs_94,maccs_95,maccs_96,maccs_97,maccs_98,maccs_99,maccs_100,maccs_101,maccs_102,maccs_103,maccs_104,maccs_105,maccs_106,maccs_107,maccs_108,maccs_109,maccs_110,maccs_111,maccs_112,maccs_113,maccs_114,maccs_115,maccs_116,maccs_117,maccs_118,maccs_119,maccs_120,maccs_121,maccs_122,maccs_123,maccs_124,maccs_125,maccs_126,maccs_127,maccs_128,maccs_129,maccs_130,maccs_131,maccs_132,maccs_133,maccs_134,maccs_135,maccs_136,maccs_137,maccs_138,maccs_139,maccs_140,maccs_141,maccs_142,maccs_143,maccs_144,maccs_145,maccs_146,maccs_147,maccs_148,maccs_149,maccs_150,maccs_151,maccs_152,maccs_153,maccs_154,maccs_155,maccs_156,maccs_157,maccs_158,maccs_159,maccs_160,maccs_161,maccs_162,maccs_163,maccs_164,maccs_165,maccs_166
peptide_435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,14,0,0,2,2,6,2,0,0,0,0,36,20,17,0,0,16,2,0,0,0,4,0,0,0,24,0,0,0,0,0,17,21,0,0,0,0,0,17,20,0,2,2,2,8,0,0,0,0,2,2,0,26,17,0,0,0,25,2,4,8,33,2,20,0,0,0,33,20,2,2,2,18,0,4,25,28,32,8,36,33,2,20,0,0,33,10,0
peptide_436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,13,0,0,1,3,3,3,0,0,0,0,27,17,14,0,0,15,3,0,0,0,4,0,0,0,18,0,0,0,0,0,14,17,0,0,0,0,0,14,17,0,3,3,3,8,0,0,0,0,3,1,0,21,15,0,0,0,22,3,4,8,30,4,16,0,0,0,30,17,3,4,3,13,0,4,22,20,28,8,32,30,4,16,0,0,30,15,0
peptide_437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,7,2,23,1,0,5,4,5,2,2,0,2,1,48,30,24,2,0,25,4,1,0,0,6,0,0,0,31,0,2,0,0,1,24,31,0,2,0,8,2,24,23,2,5,5,2,6,0,0,0,4,2,2,0,39,12,0,0,0,30,5,9,8,38,9,34,4,0,2,38,23,2,9,2,31,1,9,30,37,50,8,57,38,9,34,17,2,38,32,0
peptide_438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,4,1,19,2,0,3,3,6,1,0,0,0,1,39,19,21,0,0,21,3,4,0,0,3,0,0,0,28,2,1,0,0,1,21,25,0,2,0,0,0,21,14,1,4,4,1,7,0,0,0,2,1,1,0,36,15,0,0,0,28,4,4,9,37,1,29,2,0,4,37,14,1,1,1,27,1,4,28,29,43,9,45,37,1,29,32,4,37,37,0
peptide_439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,4,1,19,2,0,3,4,5,1,0,0,0,1,38,19,22,0,0,21,4,4,0,0,3,0,0,0,28,2,1,0,0,1,22,26,0,2,0,0,0,22,14,1,5,5,1,6,0,0,0,4,1,1,0,35,14,0,0,0,28,5,4,8,36,1,29,4,0,4,36,14,1,1,1,27,1,4,28,27,44,8,46,36,1,29,32,4,36,42,0
peptide_440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,12,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,1,0,10,2,0,2,1,2,0,1,0,1,2,16,4,10,1,0,13,1,3,0,0,0,0,1,0,13,0,0,0,0,2,10,12,0,4,0,3,1,10,3,0,2,2,0,3,1,0,0,4,0,0,1,19,6,0,0,0,14,2,3,7,21,3,13,4,0,2,21,3,1,3,0,12,2,3,13,13,21,7,20,21,3,13,17,2,21,17,0
peptide_441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,2,19,0,0,5,2,6,2,2,0,2,1,44,29,20,2,0,22,2,1,0,0,6,0,0,0,26,0,2,0,0,1,20,25,0,2,1,7,2,20,22,2,2,2,2,6,0,0,0,2,1,2,0,35,11,0,0,0,26,2,9,8,34,10,29,2,0,1,34,22,2,10,2,27,1,9,26,35,42,8,50,34,10,29,6,1,34,16,0
peptide_442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,4,0,6,0,0,0,0,0,24,14,13,0,0,14,0,4,0,0,4,0,0,0,20,0,0,0,0,0,13,17,0,4,0,0,0,13,14,0,0,0,0,4,0,0,0,4,0,4,0,24,7,0,0,0,17,0,4,6,23,2,18,4,0,4,23,14,0,2,0,18,2,4,17,26,26,6,30,23,2,18,24,4,23,24,0
peptide_443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,1,0,4,0,7,0,0,0,0,0,25,14,15,0,0,15,0,5,0,0,4,0,0,0,22,0,0,0,0,0,15,19,0,4,0,0,0,15,14,0,0,0,0,4,0,0,0,4,0,4,0,26,8,0,0,0,19,0,4,6,25,2,20,4,0,4,25,14,0,2,0,20,2,4,19,27,29,6,33,25,2,20,24,4,25,24,0
peptide_444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,6,2,21,0,0,5,2,6,2,2,0,2,1,48,30,22,2,0,24,2,3,0,0,6,0,0,0,30,0,2,0,0,1,22,27,0,4,1,5,2,22,23,2,2,2,2,8,0,0,0,4,1,2,0,40,15,0,0,0,30,2,9,11,41,8,31,4,0,2,41,23,2,8,2,29,2,9,30,38,46,11,54,41,8,31,12,2,41,22,0
peptide_445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,3,1,15,1,0,3,5,4,5,0,0,0,0,11,15,16,0,0,15,5,1,0,0,8,0,0,0,8,0,1,0,1,0,16,19,0,2,1,3,0,16,12,1,5,5,5,0,0,0,0,2,6,2,0,16,3,0,0,0,16,5,8,1,17,7,20,2,0,2,17,12,5,7,5,15,1,8,16,10,30,1,39,17,7,20,12,2,17,37,0
peptide_446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,4,1,9,1,0,2,4,3,3,0,0,0,0,9,10,8,0,0,8,4,0,0,0,5,0,0,0,6,0,1,0,0,0,8,13,0,0,0,0,0,8,8,1,5,5,3,0,0,0,0,0,5,0,0,10,1,0,0,0,8,5,5,0,8,0,14,0,0,2,8,8,3,0,3,10,0,5,8,7,17,0,22,8,0,14,17,2,8,32,0
peptide_447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,4,0,5,0,0,0,0,2,13,9,13,0,0,14,0,5,0,0,4,0,0,0,14,0,0,0,0,0,13,12,0,2,0,0,0,13,7,0,0,0,0,2,0,0,0,2,2,3,0,21,7,0,0,0,15,0,4,5,20,4,16,2,0,2,20,7,0,4,0,16,3,4,15,16,23,5,27,20,4,16,12,2,20,12,0
peptide_448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,13,0,0,6,1,2,1,0,0,0,3,10,8,13,0,0,18,1,5,0,0,5,0,0,0,12,0,0,0,2,2,13,12,0,0,0,2,0,13,6,0,1,1,1,3,0,0,0,0,3,1,0,20,7,0,0,0,16,1,7,6,22,7,15,0,0,0,22,6,1,7,1,14,1,7,16,13,24,6,29,22,7,15,0,0,22,5,0
peptide_449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,3,18,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,1,2,2,0,13,4,19,1,0,7,2,8,1,1,0,2,1,34,24,20,1,0,19,2,3,0,0,7,0,1,0,20,0,4,0,0,0,20,22,0,0,1,4,1,20,13,4,3,3,1,1,1,0,0,0,4,0,1,36,7,0,0,0,22,3,9,2,24,9,35,0,0,0,24,13,2,9,1,33,1,9,21,25,41,2,51,24,9,35,5,0,24,10,0
peptide_450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,1,0,1,0,2,0,0,0,0,0,16,5,11,0,0,12,0,1,0,0,1,0,0,0,13,0,0,0,0,0,11,8,0,0,0,0,0,11,5,0,0,0,0,6,0,0,0,0,1,0,0,18,12,0,0,0,17,0,1,6,23,6,12,0,0,0,23,5,0,6,0,12,0,1,17,12,21,6,22,23,6,12,0,0,23,0,0
peptide_451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,4,1,12,1,0,3,2,2,1,1,0,1,1,15,10,11,1,0,14,2,1,0,0,3,0,0,0,9,0,1,0,0,1,11,11,0,0,1,4,1,11,6,1,3,3,1,2,0,0,0,0,2,0,0,18,3,0,0,0,13,3,5,3,16,9,17,0,0,0,16,6,1,9,1,15,0,5,13,12,24,3,27,16,9,17,5,0,16,10,0
peptide_452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,22,1,0,5,5,5,5,0,0,0,0,20,21,23,0,0,24,5,9,0,0,10,0,0,0,20,0,0,0,2,0,23,26,0,2,1,1,0,23,19,0,5,5,5,5,0,0,0,2,4,3,0,28,11,0,0,0,28,5,10,6,34,9,27,2,0,2,34,19,5,9,5,22,1,10,28,22,44,6,54,34,9,27,12,2,34,37,0
peptide_453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,11,1,0,3,2,2,2,0,0,0,3,13,10,12,0,0,15,2,4,0,0,4,0,0,0,13,0,0,0,0,1,12,13,0,0,0,0,0,12,7,0,2,2,2,5,0,0,0,0,1,1,0,18,11,0,0,0,17,2,5,7,24,3,13,0,0,0,24,7,2,3,2,11,1,5,17,11,22,7,26,24,3,13,0,0,24,10,0
peptide_454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,1,22,1,0,5,2,9,2,0,0,0,1,46,27,26,0,0,25,2,2,0,0,7,0,0,0,33,0,1,0,0,0,26,31,0,0,0,6,0,26,24,1,2,2,2,7,0,0,0,0,3,3,0,39,17,0,0,0,33,2,7,8,41,8,33,0,0,1,41,24,2,8,2,31,1,7,33,39,49,8,57,41,8,33,6,1,41,16,0
peptide_455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,3,1,8,0,0,3,3,4,2,0,0,0,0,12,10,9,0,0,8,3,0,0,0,5,0,0,0,7,2,1,0,0,0,9,12,0,0,0,2,0,9,7,1,3,3,2,0,0,0,0,0,5,1,0,12,3,0,0,0,9,3,5,0,9,2,14,0,0,1,9,7,2,2,2,12,0,5,9,9,17,0,22,9,2,14,9,1,9,19,0
peptide_456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,2,0,5,1,17,2,0,6,3,5,1,0,0,0,1,23,18,16,0,0,18,3,1,0,0,6,0,0,0,16,0,1,0,0,1,16,20,0,0,1,3,0,16,11,1,5,5,1,1,0,0,0,0,3,2,0,25,3,0,0,0,17,5,7,2,19,7,26,0,0,2,19,11,1,7,1,23,0,7,17,22,33,2,38,19,7,26,22,2,19,27,0
peptide_457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,11,0,0,2,1,2,1,0,0,0,1,10,10,11,0,0,14,1,3,0,0,3,0,0,0,6,0,1,0,0,0,11,7,0,0,3,3,0,11,4,1,1,1,1,2,0,0,0,0,1,0,0,17,3,0,0,0,13,1,3,3,16,11,15,0,0,1,16,4,1,11,1,14,1,3,13,9,23,3,27,16,11,15,6,1,16,11,0
peptide_458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,11,0,0,4,1,2,1,0,0,0,1,10,11,11,0,0,14,1,3,0,0,5,0,0,0,8,0,1,0,0,0,11,9,0,0,3,3,0,11,4,1,1,1,1,2,0,0,0,0,2,1,0,17,5,0,0,0,13,1,5,3,16,9,15,0,0,1,16,4,1,9,1,14,1,5,13,11,21,3,27,16,9,15,6,1,16,11,0
peptide_459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,4,0,1,0,22,2,0,4,3,7,2,0,0,0,4,31,22,24,0,0,26,3,5,0,0,5,0,0,0,23,0,0,0,0,1,24,24,0,0,1,3,0,24,18,0,4,4,2,5,0,0,0,0,2,3,0,35,11,0,0,0,29,4,6,8,37,11,30,0,0,0,37,18,2,11,2,27,2,6,29,28,47,8,51,37,11,30,5,0,37,15,0
peptide_460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,2,0,16,3,0,1,2,3,0,0,0,0,1,26,11,15,0,0,17,2,6,0,0,1,0,0,0,20,0,0,0,0,0,15,16,0,0,2,6,0,15,7,0,4,4,0,7,0,0,0,0,0,1,0,27,13,0,0,0,22,4,1,8,30,9,21,0,0,0,30,7,0,9,0,19,1,1,22,21,32,8,31,30,9,21,10,0,30,10,0
peptide_461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,2,17,1,0,7,1,5,1,0,0,0,4,31,17,19,0,0,23,1,7,0,0,4,0,0,0,22,0,2,0,1,4,19,20,0,0,1,1,0,19,10,2,1,1,1,5,0,0,0,0,2,0,0,34,11,0,0,0,24,1,8,9,33,5,26,0,0,1,33,10,1,5,1,25,0,8,24,23,38,9,44,33,5,26,6,1,33,11,0
peptide_462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,17,0,0,4,3,6,3,0,0,0,0,34,25,18,0,0,19,3,2,0,0,7,0,0,0,24,0,0,0,0,0,18,23,0,0,0,0,0,18,25,0,3,3,3,8,0,0,0,0,3,4,0,28,15,0,0,0,26,3,7,8,34,4,23,0,0,0,34,25,3,4,3,20,0,7,26,31,36,8,43,34,4,23,0,0,34,15,0
peptide_463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,23,1,0,6,5,6,5,0,0,0,0,23,25,24,0,0,25,5,7,0,0,11,0,0,0,21,0,0,0,2,0,24,28,0,2,1,3,0,24,22,0,5,5,5,4,0,0,0,2,5,4,0,29,9,0,0,0,28,5,11,5,33,11,29,2,0,2,33,22,5,11,5,24,1,11,28,26,46,5,57,33,11,29,12,2,33,37,0
peptide_464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,24,1,0,6,5,6,5,0,0,0,0,24,25,25,0,0,26,5,9,0,0,11,0,0,0,23,0,0,0,2,0,25,29,0,2,1,3,0,25,22,0,5,5,5,5,0,0,0,2,5,4,0,31,11,0,0,0,30,5,11,6,36,11,30,2,0,2,36,22,5,11,5,25,1,11,30,27,48,6,59,36,11,30,12,2,36,37,0
peptide_465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,1,14,0,0,4,2,4,2,0,0,0,4,19,15,15,0,0,20,2,4,0,0,4,0,0,0,11,0,1,0,0,2,15,14,0,0,0,2,0,15,11,1,2,2,2,2,0,0,0,0,0,1,0,24,3,0,0,0,17,2,6,6,23,12,20,0,0,0,23,11,2,12,2,18,2,6,17,14,31,6,36,23,12,20,0,0,23,10,0
peptide_466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,8,0,3,1,15,0,0,3,5,4,4,0,0,0,2,21,19,17,0,0,19,5,2,0,0,5,0,0,0,13,2,1,0,1,2,17,20,0,2,0,2,0,17,13,1,5,5,4,2,0,0,0,2,3,0,0,23,4,0,0,0,19,5,7,5,24,6,22,2,0,2,24,13,4,6,4,18,1,7,19,14,35,5,40,24,6,22,15,2,24,35,0
peptide_467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,13,0,0,4,1,4,1,0,0,0,1,16,10,15,0,0,16,1,1,0,0,4,0,0,0,15,0,0,0,1,1,15,17,0,0,0,6,0,15,7,0,1,1,1,1,0,0,0,0,4,1,0,18,4,0,0,0,16,1,5,2,18,7,17,0,0,3,18,7,1,7,1,16,0,5,16,17,27,2,31,18,7,17,18,3,18,23,0
peptide_468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,8,1,0,3,0,4,0,0,0,0,1,13,8,10,0,0,11,0,2,0,0,3,0,0,0,11,0,1,0,0,0,10,10,0,0,0,2,0,10,4,1,0,0,0,2,0,0,0,0,2,1,0,17,6,0,0,0,12,0,3,3,15,5,14,0,0,0,15,4,0,5,0,14,1,3,12,11,18,3,22,15,5,14,0,0,15,0,0
peptide_469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,15,2,0,6,1,5,1,0,0,0,2,14,11,17,0,0,19,1,4,0,0,5,0,0,0,15,0,0,0,0,2,17,17,0,2,1,3,0,17,8,0,1,1,1,1,0,0,0,2,3,2,0,23,4,0,0,0,18,1,7,4,22,10,20,2,0,2,22,8,1,10,1,19,1,7,18,18,31,4,36,22,10,20,12,2,22,17,0
peptide_470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,4,1,10,1,0,1,2,3,1,0,0,0,1,12,9,9,0,0,10,2,1,0,0,2,0,0,0,6,0,1,0,0,0,9,9,0,2,1,3,0,9,4,1,3,3,1,0,0,0,0,2,0,0,0,15,0,0,0,0,9,3,2,2,11,6,15,2,0,2,11,4,1,6,1,13,2,2,9,8,20,2,22,11,6,15,17,2,11,22,0
peptide_471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,14,1,0,5,1,4,1,1,0,1,4,24,13,16,1,0,19,1,7,0,0,3,0,0,0,19,0,1,0,1,3,16,17,0,0,1,2,1,16,8,1,1,1,1,5,0,0,0,0,2,0,0,27,11,0,0,0,21,1,7,8,29,4,20,0,0,0,29,8,1,4,1,19,0,7,21,19,31,8,35,29,4,20,0,0,29,5,0
peptide_472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,16,1,0,6,1,4,1,1,0,1,4,28,14,18,1,0,22,1,9,0,0,3,0,0,0,22,0,1,0,1,4,18,19,0,0,1,2,1,18,9,1,1,1,1,6,0,0,0,0,2,0,0,31,13,0,0,0,24,1,8,10,34,4,22,0,0,0,34,9,1,4,1,21,0,8,24,22,35,10,39,34,4,22,0,0,34,5,0
